1,0.302173
2,0.302173
3,0.302173
4,0.302173
5,0.642633
6,0.642633
7,0.642633
8,0.642633
9,0.642633
10,0.642633
11,0.642633
12,0.642633
13,0.642633
14,0.642633
15,5.61326
16,5.61326
17,5.61326
18,5.61326
19,5.61326
20,13.8876
21,13.8876
22,13.8876
23,13.8876
24,13.8876
25,13.8876
26,13.8889
27,13.8889
28,13.8889
29,13.8889
30,14.6402
31,14.6402
32,14.6402
33,14.6402
34,14.6402
35,15.0564
36,16.1263
37,16.1263
38,16.1263
39,16.1263
40,16.1263
41,16.1267
42,16.1267
43,16.1267
44,16.1267
45,23.6663
46,23.6663
47,23.6663
48,23.6663
49,23.6663
50,23.6663
51,46.3099
52,46.3099
53,46.3099
54,46.3099
55,46.3099
56,46.8871
57,46.8871
58,46.8871
59,46.8871
60,50.812
61,50.812
62,50.8133
63,50.8133
64,50.8133
65,50.8133
66,87.0926
67,87.0926
68,87.0926
69,87.0926
70,87.0926
71,90.0888
72,90.0888
73,90.0888
74,90.0888
75,90.5309
76,90.5309
77,90.5363
78,90.5363
79,90.5363
80,90.5363
81,112.802
82,112.802
83,112.802
84,112.802
85,112.802
86,112.886
87,116.261
88,116.261
89,116.261
90,116.282
91,116.284
92,116.289
93,116.289
94,116.289
95,116.289
96,125.478
97,125.478
98,125.478
99,125.478
100,125.478
101,125.478
102,130.885
103,130.885
104,130.885
105,130.885
106,130.922
107,131.165
108,131.165
109,131.165
110,131.165
111,167.481
112,167.481
113,167.482
114,167.482
115,167.482
116,167.482
117,195.128
118,195.128
119,195.128
120,195.128
121,195.131
122,195.45
123,195.45
124,195.45
125,195.45
126,210.163
127,210.163
128,210.166
129,210.166
130,210.166
131,210.166
132,225.604
133,225.604
134,225.604
135,225.604
136,225.604
137,225.619
138,225.861
139,225.861
140,225.861
141,226.133
142,226.163
143,226.166
144,226.166
145,226.166
146,226.166
147,228.442
148,228.442
149,228.442
150,228.442
151,228.442
152,228.442
153,229.51
154,229.51
155,229.51
156,229.51
157,230.673
158,230.689
159,230.689
160,230.689
161,230.689
162,238.732
163,238.732
164,238.732
165,238.732
166,238.732
167,238.732
168,246.126
169,246.126
170,246.126
171,246.126
172,246.211
173,246.428
174,246.428
175,246.428
176,246.428
177,248.13
178,248.13
179,248.13
180,248.13
181,248.13
182,248.13
183,250.267
184,250.267
185,250.267
186,250.267
187,250.267
188,250.268
189,250.365
190,250.365
191,250.365
192,250.616
193,250.616
194,250.616
195,250.616
196,250.616
197,250.616
198,252.335
199,252.335
200,252.335
201,252.335
202,252.335
203,252.335
204,252.618
205,252.618
206,252.618
207,252.618
208,253.059
209,253.06
210,253.06
211,253.06
212,253.06
213,254.734
214,254.734
215,254.734
216,254.734
217,254.734
218,254.734
219,254.995
220,254.995
221,254.995
222,254.995
223,254.995
224,254.997
225,254.997
226,254.997
227,254.997
228,254.997
229,254.997
230,254.997
231,254.997
232,254.997
233,254.997
234,254.997
235,254.997
236,254.997
237,254.997
238,254.997
239,254.997
240,254.997
241,254.997
242,254.997
243,254.997
244,254.997
245,254.997
246,254.997
247,254.997
248,254.997
249,255
250,255
251,255
252,255
253,255
254,255
255,255
