0,0.0607272
1,8.44821e-006
2,0
3,1.40804e-005
4,1.33763e-005
5,1.19683e-005
6,0.010775
7,0
8,2.67527e-005
9,1.19683e-005
10,7.74419e-006
11,2.39366e-005
12,0
13,0.00693457
14,7.74419e-006
15,1.05603e-005
16,1.83045e-005
17,0
18,1.19683e-005
19,2.11205e-005
20,0.0126787
21,1.05603e-005
22,0
23,4.29451e-005
24,0.0105638
25,1.19683e-005
26,2.32326e-005
27,0
28,4.71692e-005
29,0.0116212
30,1.19683e-005
31,7.04018e-006
32,0
33,1.05603e-005
34,9.15223e-006
35,2.04165e-005
36,7.04018e-006
37,0
38,0.0082363
39,2.53446e-005
40,2.04165e-005
41,1.26723e-005
42,0.00906
43,0
44,1.68964e-005
45,1.47844e-005
46,0.0091128
47,2.88647e-005
48,0
49,3.52009e-005
50,0.00981823
51,1.90085e-005
52,1.26723e-005
53,0
54,0.0105666
55,3.66089e-005
56,4.29451e-005
57,0.0113361
58,2.32326e-005
59,0
60,9.15223e-006
61,0.0139346
62,3.9425e-005
63,1.12643e-005
64,0
65,4.92812e-005
66,0.0109313
67,1.26723e-005
68,9.15223e-006
69,1.26723e-005
70,0
71,7.74419e-006
72,3.02728e-005
73,0.0111601
74,3.66089e-005
75,0.0115135
76,0
77,9.85625e-006
78,2.04165e-005
79,2.25286e-005
80,1.61924e-005
81,0.0121429
82,4.57611e-005
83,0
84,0.0128307
85,6.75857e-005
86,0.0117944
87,3.23848e-005
88,1.61924e-005
89,0.0148421
90,0
91,4.64652e-005
92,0.0151054
93,4.22411e-005
94,6.26576e-005
95,0.0152476
96,3.09768e-005
97,0
98,2.67527e-005
99,2.25286e-005
100,2.04165e-005
101,4.22411e-005
102,0.0142162
103,1.47844e-005
104,2.53446e-005
105,0
106,1.83045e-005
107,0.0141219
108,4.50571e-005
109,0.0154124
110,4.29451e-005
111,0.0149005
112,5.70254e-005
113,4.57611e-005
114,0
115,0.014607
116,2.11205e-005
117,1.97125e-005
118,0.0141219
119,2.88647e-005
120,0.0151885
121,5.35053e-005
122,1.19683e-005
123,0.0144331
124,3.73129e-005
125,1.90085e-005
126,1.97125e-005
127,0
128,0.0133461
129,3.59049e-005
130,2.81607e-005
131,0.0147309
132,0.0139283
133,0.0138466
134,3.23848e-005
135,0.0138621
136,3.8017e-005
137,0.0128983
138,0.0128399
139,0.0122584
140,1.12643e-005
141,1.05603e-005
142,9.85625e-006
143,1.97125e-005
144,0.0128166
145,0.0126554
146,0.0138206
147,0.012271
148,1.90085e-005
149,1.90085e-005
150,0.0128406
151,0.0112903
152,0.0122056
153,1.19683e-005
154,0.0101773
155,1.12643e-005
156,0.0100576
157,4.92812e-006
158,1.19683e-005
159,0.0107841
160,0.00913111
161,0.00987666
162,0.00932823
163,0.00921629
164,0.00905507
165,0.00837007
166,2.11205e-006
167,3.52009e-006
168,0.00776954
169,0.00733234
170,2.11205e-006
171,0.00679307
172,0.0065192
173,0.00635376
174,0.00665508
175,0.00649597
176,0.00619606
177,1.40804e-006
178,2.81607e-006
179,0.00586517
180,0.00533927
181,0.0055892
182,0.00508371
183,7.04018e-006
184,0.00490982
185,0.00476268
186,0.00464722
187,9.85625e-006
188,0.00453035
189,0.00440856
190,1.47844e-005
191,0.00861577
192,9.15223e-006
193,0.00423748
194,0.0117282
195,7.04018e-006
196,0.00363977
197,0.00366089
198,0
199,0.00728025
200,4.92812e-006
201,0.00682123
202,0.00341378
203,4.92812e-006
204,0.00979077
205,7.74419e-006
206,7.74419e-006
207,0.00647133
208,4.92812e-006
209,0.00651357
210,0.00320891
211,0.00311387
212,0.00633123
213,5.63214e-006
214,0.00320539
215,0.00303924
216,0.00595881
217,0.0029097
218,0.00291674
219,0.00288506
220,0.00545332
221,7.04018e-007
222,0.00274426
223,0.0028217
224,0.00773575
225,1.40804e-006
226,0.00256896
227,0.00503232
228,0.00240985
229,2.81607e-006
230,0.00490067
231,0.00465074
232,0.00430296
233,9.15223e-006
234,0.00627773
235,1.26723e-005
236,0.00195013
237,0.00376157
238,0.0035222
239,5.63214e-006
240,0.00161783
241,0.00444446
242,0.00135735
243,1.33763e-005
244,0.00375664
245,6.33616e-006
246,0.00221906
247,0.00264711
248,1.83045e-005
249,0.000810324
250,0.00144394
251,0.000765267
252,4.22411e-006
253,0.00219583
254,0.00130666
255,0.012452
